timecode_ns,devicetime_ns
59237008203739,10018297076374
59237008291164,10018297163799
59237008291176,10018297163811
59237041525593,10018330398036
59237041619357,10018330491799
59237041619369,10018330491811
59237074858365,10018363730699
59237074947465,10018363819799
59237074947477,10018363819811
59237108215957,10018397088249
59237108307507,10018397179799
59237108307519,10018397179811
59237141541548,10018430413661
59237141635686,10018430507799
59237141635698,10018430507811
59237174868065,10018463739999
59237174963865,10018463835799
59237174963877,10018463835811
59237208199957,10018497071699
59237208292057,10018497163799
59237208292069,10018497163811
59237241531634,10018530403199
59237241620234,10018530491799
59237241620246,10018530491811
59237274849245,10018563720749
59237274948296,10018563819799
59237274948308,10018563819811
59237308214191,10018597085499
59237308308491,10018597179799
59237308308503,10018597179811
59237341543006,10018630414199
59237341636606,10018630507799
59237341636618,10018630507811
59237374870458,10018663741536
59237374964722,10018663835799
59237374964734,10018663835811
59237408201612,10018697072574
59237408292837,10018697163799
59237408292849,10018697163811
59237441529064,10018730399911
59237441620952,10018730491799
59237441620964,10018730491811
59237474856517,10018763727249
59237474949067,10018763819799
59237474949079,10018763819811
59237508280757,10018797151374
59237508373183,10018797243799
59237508373195,10018797243811
59237541608198,10018830478699
59237541701298,10018830571799
59237541701310,10018830571811
59237574935650,10018863806036
59237575029413,10018863899799
59237575029425,10018863899811
59237608263117,10018897133374
59237608357542,10018897227799
59237608357554,10018897227811
59237641594318,10018930464411
59237641685707,10018930555799
59237641685719,10018930555811
59237674925511,10018963795449
59237675013862,10018963883799
59237675013874,10018963883811
59237708260479,10018997130249
59237708342030,10018997211799
59237708342042,10018997211811
59237741591618,10019030461286
59237741670131,10019030539799
59237741670143,10019030539811
59237774904121,10019063773749
59237774998172,10019063867800
59237774998183,10019063867811
59237808231487,10019097101074
59237808326212,10019097195799
59237808326224,10019097195811
59237841562578,10019130432124
59237841654253,10019130523799
59237841654265,10019130523811
59237874890906,10019163760411
59237874982294,10019163851799
59237874982306,10019163851811
59237908215563,10019197084949
59237908310414,10019197179799
59237908310426,10019197179811
59237941542864,10019230412074
59237941638588,10019230507799
59237941638600,10019230507811
59237974872949,10019263742249
59237974966502,10019263835799
59237974966514,10019263835811
59238008200674,10019297069374
59238008295099,10019297163799
59238008295111,10019297163811
59238041530334,10019330399036
59238041623097,10019330491799
59238041623109,10019330491811
59238074857308,10019363725949
59238074951158,10019363819799
59238074951170,10019363819811
59238108225591,10019397094036
59238108279355,10019397147799
59238108279367,10019397147811
59238141543056,10019430411374
59238141639482,10019430507799
59238141639494,10019430507811
59238174870327,10019463738499
59238174967627,10019463835799
59238174967639,10019463835811
59238208200135,10019497068161
59238208295773,10019497163799
59238208295785,10019497163811
59238241527624,10019530395449
59238241623975,10019530491799
59238241623987,10019530491811
59238274858953,10019563726536
59238274952215,10019563819799
59238274952227,10019563819811
59238308186204,10019597053874
59238308280130,10019597147799
59238308280142,10019597147811
59238341479277,10019630414699
59238341571608,10019630507799
59238341571620,10019630507811
59238374531340,10019663742036
59238374624328,10019663835799
59238374624340,10019663835811
59238407583354,10019697069324
59238407677049,10019697163799
59238407677061,10019697163811
59238441596936,10019731245699
59238441691628,10019731339799
59238441691640,10019731339811
59238475133914,10019764572999
59238475229310,10019764667799
59238475229323,10019764667811
59238507914022,10019797148161
59238508010262,10019797243799
59238508010274,10019797243811
59238541450988,10019830475449
59238541547944,10019830571799
59238541547957,10019830571811
59238574939761,10019863806536
59238575033024,10019863899799
59238575033036,10019863899811
59238608267239,10019897133874
59238608361164,10019897227799
59238608361176,10019897227811
59238641594749,10019930461161
59238641689388,10019930555799
59238641689400,10019930555811
59238674926140,10019963792249
59238675017690,10019963883799
59238675017702,10019963883811
59238708257166,10019997123286
59238708345680,10019997211799
59238708345692,10019997211811
59238741592040,10020030458036
59238741673803,10020030539799
59238741673815,10020030539811
59238774908334,10020063774199
59238775001934,10020063867799
59238775001946,10020063867811
59238808235801,10020097101536
59238808330065,10020097195799
59238808330077,10020097195811
59238841563270,10020130428874
59238841658196,10020130523799
59238841658208,10020130523811
59238874890726,10020163756199
59238874986326,10020163851799
59238874986338,10020163851811
59238908218191,10020197083536
59238908314455,10020197179799
59238908314467,10020197179811
59238941549347,10020230414574
59238941642573,10020230507799
59238941642585,10020230507811
59238974876793,10020263741911
59238974970681,10020263835799
59238974970693,10020263835811
59239008206026,10020297071036
59239008298789,10020297163799
59239008298801,10020297163811
59239041534847,10020330399749
59239041626898,10020330491799
59239041626910,10020330491811
59239074863456,10020363728249
59239074955006,10020363819799
59239074955018,10020363819811
59239108190867,10020397055574
59239108283092,10020397147799
59239108283104,10020397147811
59239141551757,10020430416411
59239141643146,10020430507799
59239141643158,10020430507811
59239174877324,10020463741824
59239174971299,10020463835799
59239174971311,10020463835811
59239208237152,10020497101499
59239208331453,10020497195799
59239208331465,10020497195811
59239241560881,10020530425074
59239241659606,10020530523799
59239241659618,10020530523811
59239274892746,10020563756786
59239274987759,10020563851799
59239274987771,10020563851811
59239308224163,10020597088036
59239308315926,10020597179799
59239308315938,10020597179811
59239341551721,10020630415374
59239341644147,10020630507799
59239341644159,10020630507811
59239374879260,10020663742699
59239374972360,10020663835799
59239374972372,10020663835811
59239408206676,10020697070036
59239408300439,10020697163799
59239408300451,10020697163811
59239441534093,10020730397374
59239441628519,10020730491799
59239441628531,10020730491811
59239475710499,10020764573699
59239475804600,10020764667799
59239475804612,10020764667811
59239508270827,10020797133949
59239508364677,10020797227799
59239508364689,10020797227811
59239541598243,10020830461286
59239541692756,10020830555799
59239541692768,10020830555811
59239574929383,10020863792324
59239575020859,10020863883799
59239575020871,10020863883811
59239608263545,10020897126324
59239608349021,10020897211799
59239608349033,10020897211811
59239641598494,10020930461124
59239641677169,10020930539799
59239641677181,10020930539811
59239674929709,10020963792161
59239675005347,10020963867799
59239675005359,10020963867811
59239708242298,10020997104624
59239708333473,10020997195799
59239708333485,10020997195811
59239741573461,10021030435661
59239741661599,10021030523799
59239741661611,10021030523811
59239774900925,10021063762999
59239774989725,10021063851799
59239774989737,10021063851811
59239808228376,10021097090324
59239808317851,10021097179799
59239808317863,10021097179811
59239841555056,10021130416874
59239841645982,10021130507799
59239841645994,10021130507811
59239874876693,10021163738374
59239874974119,10021163835799
59239874974131,10021163835811
59239908210806,10021197072374
59239908302231,10021197163799
59239908302243,10021197163811
59239941535169,10021230396624
59239941630344,10021230491799
59239941630356,10021230491811
59239974863684,10021263725036
59239974958447,10021263819799
59239974958459,10021263819811
59240008194259,10021297055536
59240008286522,10021297147799
59240008286534,10021297147811
59240041553247,10021330414449
59240041646597,10021330507799
59240041646609,10021330507811
59240074884052,10021363745161
59240074974691,10021363835799
59240074974703,10021363835811
59240108211202,10021397072161
59240108302841,10021397163799
59240108302853,10021397163811
59240141543690,10021430404499
59240141630991,10021430491799
59240141631003,10021430491811
59240174867135,10021463727786
59240174959148,10021463819799
59240174959160,10021463819811
59240208195689,10021497056161
59240208287327,10021497147799
59240208287339,10021497147811
59240241549906,10021530410199
59240241647506,10021530507799
59240241647518,10021530507811
59240274886112,10021563746249
59240274975663,10021563835799
59240274975675,10021563835811
59240308210238,10021597070286
59240308303752,10021597163799
59240308303764,10021597163811
59240341541577,10021630401536
59240341631840,10021630491799
59240341631852,10021630491811
59240374869004,10021663728874
59240374959929,10021663819799
59240374959941,10021663819811
59240408252255,10021697112036
59240408336018,10021697195799
59240408336030,10021697195811
59240442366134,10021731225824
59240442464109,10021731323799
59240442464121,10021731323811
59240475699435,10021764559036
59240475792198,10021764651799
59240475792210,10021764651811
59240508279310,10021797138824
59240508368285,10021797227799
59240508368297,10021797227811
59240541599611,10021830459036
59240541696374,10021830555799
59240541696386,10021830555811
59240574934267,10021863793574
59240575024493,10021863883799
59240575024505,10021863883811
59240608262792,10021897121874
59240608352717,10021897211799
59240608352729,10021897211811
59240641598809,10021930457624
59240641680985,10021930539799
59240641680997,10021930539811
59240674921037,10021963779624
59240675009212,10021963867799
59240675009224,10021963867811
59240708263366,10021997121824
59240708337341,10021997195799
59240708337353,10021997195811
59240741574566,10022030432911
59240741665454,10022030523799
59240741665466,10022030523811
59240774900592,10022063758824
59240774993567,10022063851799
59240774993579,10022063851811
59240808228042,10022097086161
59240808321680,10022097179799
59240808321692,10022097179811
59240841555493,10022130413499
59240841649794,10022130507799
59240841649806,10022130507811
59240874886618,10022163744536
59240874977881,10022163835799
59240874977893,10022163835811
59240908213730,10022197071874
59240908305653,10022197163799
59240908305665,10022197163811
59240941539710,10022230398449
59240941633062,10022230491799
59240941633074,10022230491811
59240974862802,10022263721074
59240974961528,10022263819799
59240974961540,10022263819811
59241008193356,10022297051161
59241008289995,10022297147799
59241008290007,10022297147811
59241041522925,10022330380324
59241041618400,10022330475799
59241041618412,10022330475811
59241074852640,10022363709874
59241074946565,10022363803799
59241074946577,10022363803811
59241108170428,10022397027624
59241108306604,10022397163799
59241108306616,10022397163811
59241141541882,10022430398911
59241141634771,10022430491799
59241141634783,10022430491811
59241174870762,10022463727624
59241174962937,10022463819799
59241174962949,10022463819811
59241208201010,10022497057699
59241208291111,10022497147799
59241208291123,10022497147811
59241241528490,10022530385036
59241241619253,10022530475799
59241241619265,10022530475811
59241274855891,10022563712374
59241274947317,10022563803799
59241274947329,10022563803811
59241308213978,10022597070199
59241308307578,10022597163799
59241308307590,10022597163811
59241341541016,10022630397124
59241341635692,10022630491799
59241341635704,10022630491811
59241374870380,10022663726374
59241374963806,10022663819799
59241374963818,10022663819811
59241408195156,10022697051036
59241408291919,10022697147799
59241408291932,10022697147812
59241441525683,10022730381449
59241441620033,10022730475799
59241441620045,10022730475811
59241474892097,10022763747749
59241474948147,10022763803799
59241474948159,10022763803811
59241508280586,10022797136124
59241508372261,10022797227799
59241508372273,10022797227811
59241541606737,10022830462161
59241541700375,10022830555799
59241541700387,10022830555811
59241574932189,10022863787499
59241575028489,10022863883799
59241575028501,10022863883811
59241608264854,10022897120036
59241608356617,10022897211799
59241608356629,10022897211811
59241641594262,10022930449286
59241641684776,10022930539799
59241641684788,10022930539811
59241674925333,10022963780199
59241675012934,10022963867799
59241675012946,10022963867811
59241708263433,10022997118074
59241708341158,10022997195799
59241708341170,10022997195811
59241741593942,10023030448499
59241741669243,10023030523799
59241741669255,10023030523811
59241774902106,10023063756574
59241774997331,10023063851799
59241774997343,10023063851811
59241808236369,10023097090749
59241808325419,10023097179799
59241808325431,10023097179811
59241841561495,10023130415786
59241841653508,10023130507799
59241841653520,10023130507811
59241874889671,10023163743874
59241874981596,10023163835799
59241874981608,10023163835811
59241908221571,10023197075699
59241908309671,10023197163799
59241908309683,10023197163811
59241941548349,10023230402374
59241941637775,10023230491799
59241941637787,10023230491811
59241974873020,10023263726749
59241974966071,10023263819799
59241974966083,10023263819811
59242008198880,10023297052449
59242008294230,10023297147799
59242008294242,10023297147811
59242041533234,10023330386824
59242041622209,10023330475799
59242041622221,10023330475811
59242074853876,10023363707411
59242074950264,10023363803799
59242074950276,10023363803811
59242108217270,10023397070624
59242108310446,10023397163799
59242108310458,10023397163811
59242141540470,10023430393786
59242141638482,10023430491799
59242141638494,10023430491811
59242174870057,10023463723449
59242174966408,10023463819799
59242174966420,10023463819811
59242208198939,10023497051949
59242208294789,10023497147799
59242208294801,10023497147811
59242241526009,10023530378874
59242241622935,10023530475799
59242241622947,10023530475811
59242274857018,10023563709699
59242274951118,10023563803799
59242274951130,10023563803811
59242308221607,10023597074286
59242308279121,10023597131799
59242308279133,10023597131811
59242341477035,10023630397449
59242341570606,10023630491799
59242341570618,10023630491811
59242374528847,10023663724574
59242374623286,10023663819799
59242374623297,10023663819811
59242407585704,10023697056786
59242407675965,10023697147799
59242407675977,10023697147811
59242441597663,10023731231536
59242441690507,10023731323799
59242441690519,10023731323811
59242475130774,10023764554949
59242475228234,10023764651799
59242475228246,10023764651811
59242507909505,10023797128699
59242508009228,10023797227799
59242508009240,10023797227811
59242541450087,10023830459536
59242541546955,10023830555799
59242541546967,10023830555811
59242574936320,10023863788036
59242575032084,10023863883799
59242575032096,10023863883811
59242608259827,10023897111374
59242608360252,10023897211799
59242608360264,10023897211811
59242641595975,10023930447324
59242641688451,10023930539799
59242641688463,10023930539811
59242674924709,10023963775824
59242675016683,10023963867799
59242675016695,10023963867811
59242708259527,10023997110624
59242708344702,10023997195799
59242708344714,10023997195811
59242741590714,10024030441661
59242741672852,10024030523799
59242741672864,10024030523811
59242774907002,10024063757824
59242775000978,10024063851799
59242775000990,10024063851811
59242808234465,10024097085161
59242808329104,10024097179799
59242808329116,10024097179811
59242841561879,10024130412449
59242841657229,10024130507799
59242841657241,10024130507811
59242874889342,10024163739786
59242874985355,10024163835799
59242874985367,10024163835811
59242908220526,10024197070824
59242908313501,10024197163799
59242908313513,10024197163811
59242941548044,10024230398161
59242941641683,10024230491799
59242941641695,10024230491811
59242974875483,10024263725499
59242974969784,10024263819799
59242974969796,10024263819811
59243008206121,10024297056036
59243008297885,10024297147799
59243008297897,10024297147811
59243041533972,10024330383786
59243041625986,10024330475799
59243041625998,10024330475811
59243074860661,10024363710374
59243074954087,10024363803799
59243074954099,10024363803811
59243108190492,10024397040124
59243108282167,10024397131799
59243108282179,10024397131811
59243141550118,10024430399699
59243141642219,10024430491799
59243141642231,10024430491811
59243174872814,10024463722249
59243174970365,10024463819799
59243174970377,10024463819811
59243208206122,10024497055411
59243208298511,10024497147799
59243208298523,10024497147811
59243241531356,10024530380499
59243241626657,10024530475799
59243241626669,10024530475811
59243274857952,10024563706949
59243274954803,10024563803799
59243274954815,10024563803811
59243308183832,10024597032661
59243308282970,10024597131799
59243308282982,10024597131811
59243341544787,10024630393411
59243341643175,10024630491799
59243341643187,10024630491811
59243374875402,10024663723911
59243374971290,10024663819799
59243374971302,10024663819811
59243408209415,10024697057824
59243408299390,10024697147799
59243408299402,10024697147811
59243441531227,10024730379536
59243441627490,10024730475799
59243441627502,10024730475811
59243475712955,10024764561161
59243475803593,10024764651799
59243475803605,10024764651811
59243508290215,10024797138324
59243508379691,10024797227799
59243508379703,10024797227811
59243541612940,10024830460949
59243541707791,10024830555799
59243541707803,10024830555811
59243574941773,10024863789661
59243575035912,10024863883799
59243575035924,10024863883811
59243608264114,10024897111824
59243608364089,10024897211799
59243608364101,10024897211811
59243641600621,10024930448161
59243641692260,10024930539799
59243641692272,10024930539811
59243674924436,10024963771786
59243675020449,10024963867799
59243675020461,10024963867811
59243708258585,10024997105786
59243708348599,10024997195799
59243708348611,10024997195811
59243741596275,10025030443324
59243741676751,10025030523799
59243741676763,10025030523811
59243774927619,10025063774624
59243775004794,10025063851799
59243775004806,10025063851811
59243808240558,10025097087449
59243808332908,10025097179799
59243808332920,10025097179811
59243841570758,10025130417536
59243841661022,10025130507799
59243841661034,10025130507811
59243874901910,10025163748574
59243874989136,10025163835799
59243874989148,10025163835811
59243908285236,10025197131786
59243908317249,10025197163799
59243908317261,10025197163811
59243941556813,10025230403249
59243941645363,10025230491799
59243941645375,10025230491811
59243974884252,10025263730574
59243974973477,10025263819799
59243974973489,10025263819811
59244008215416,10025297061624
59244008301591,10025297147799
59244008301603,10025297147811
59244041542855,10025330388949
59244041629705,10025330475799
59244041629717,10025330475811
59244074863623,10025363709574
59244074957849,10025363803799
59244074957861,10025363803811
59244108199785,10025397045536
59244108286048,10025397131799
59244108286060,10025397131811
59244141554207,10025430399874
59244141614132,10025430459799
59244141614144,10025430459811
59244174877491,10025463723074
59244174974216,10025463819799
59244174974228,10025463819811
59244208203657,10025497049036
59244208302421,10025497147799
59244208302433,10025497147811
59244241540736,10025530385911
59244241630625,10025530475799
59244241630637,10025530475811
59244274870362,10025563715374
59244274958787,10025563803799
59244274958799,10025563803811
59244308197465,10025597042499
59244308286765,10025597131799
59244308286777,10025597131811
59244341520198,10025630365249
59244341614750,10025630459799
59244341614762,10025630459811
59244374884942,10025663729574
59244374975167,10025663819799
59244374975179,10025663819811
59244408213548,10025697058074
59244408303273,10025697147799
59244408303285,10025697147811
59244442372332,10025731216749
59244442463382,10025731307799
59244442463394,10025731307811
59244475693513,10025764537824
59244475791489,10025764635799
59244475791501,10025764635811
59244508268742,10025797112949
59244508367593,10025797211799
59244508367605,10025797211811
59244541596186,10025830440286
59244541695699,10025830539799
59244541695711,10025830539811
59244574923615,10025863767624
59244575023790,10025863867799
59244575023802,10025863867811
59244608254744,10025897098661
59244608351883,10025897195799
59244608351895,10025897195811
59244641586034,10025930429699
59244641680135,10025930523799
59244641680147,10025930523811
59244674921071,10025963764499
59244675008371,10025963851799
59244675008383,10025963851811
59244708259065,10025997102449
59244708336415,10025997179799
59244708336427,10025997179811
59244741614601,10026030457874
59244741664526,10026030507799
59244741664538,10026030507811
59244774894036,10026063737199
59244774992636,10026063835799
59244774992648,10026063835811
59244808224447,10026097067499
59244808320747,10026097163799
59244808320759,10026097163811
59244841557432,10026130400374
59244841648857,10026130491799
59244841648869,10026130491811
59244874883314,10026163726124
59244874976990,10026163819799
59244874977002,10026163819811
59244908213412,10026197056124
59244908305086,10026197147799
59244908305098,10026197147811
59244941537495,10026230380249
59244941633047,10026230475799
59244941633059,10026230475811
59244974861369,10026263703749
59244974961420,10026263803799
59244974961432,10026263803811
59245008195523,10026297037786
59245008289536,10026297131799
59245008289548,10026297131811
59245041555853,10026330397999
59245041649653,10026330491799
59245041649665,10026330491811
59245074887221,10026363729249
59245074977771,10026363819799
59245074977783,10026363819811
59245108227220,10026397069124
59245108305895,10026397147799
59245108305907,10026397147811
59245141543512,10026430385286
59245141634026,10026430475799
59245141634038,10026430475811
59245174899106,10026463740749
59245174994156,10026463835799
59245174994168,10026463835811
59245208225487,10026497066999
59245208322287,10026497163799
59245208322299,10026497163811
59245241554942,10026530396324
59245241650417,10026530491799
59245241650429,10026530491811
59245274883696,10026563724949
59245274978546,10026563819799
59245274978558,10026563819811
59245308211116,10026597052249
59245308306666,10026597147799
59245308306678,10026597147811
59245341542307,10026630383324
59245341634782,10026630475799
59245341634794,10026630475811
59245374869723,10026663710624
59245374962898,10026663803799
59245374962910,10026663803811
59245408196751,10026697037536
59245408291014,10026697131799
59245408291026,10026697131811
59245441521992,10026730362661
59245441619130,10026730459799
59245441619142,10026730459811
59245475720449,10026764560999
59245475811249,10026764651799
59245475811261,10026764651811
59245508270312,10026797110749
59245508371363,10026797211799
59245508371375,10026797211811
59245541602503,10026830442824
59245541699479,10026830539799
59245541699491,10026830539811
59245574933386,10026863773574
59245575027612,10026863867799
59245575027624,10026863867811
59245608262776,10026897102786
59245608355789,10026897195799
59245608355801,10026897195811
59245641597722,10026930437574
59245641683948,10026930523800
59245641683960,10026930523812
59245674925217,10026963764911
59245675012106,10026963851799
59245675012118,10026963851811
59245708258458,10026997097999
59245708340258,10026997179799
59245708340270,10026997179811
59245741571006,10027030410411
59245741668394,10027030507799
59245741668406,10027030507811
59245774903605,10027063742874
59245774996530,10027063835799
59245774996542,10027063835811
59245808231065,10027097070199
59245808324666,10027097163799
59245808324678,10027097163811
59245841558501,10027130397499
59245841652802,10027130491799
59245841652814,10027130491811
59245874884371,10027163723249
59245874980921,10027163819799
59245874980933,10027163819811
59245908212707,10027197051499
59245908309008,10027197147799
59245908309020,10027197147811
59245941548591,10027230387249
59245941637141,10027230475799
59245941637153,10027230475811
59245974875849,10027263714374
59245974965274,10027263803799
59245974965286,10027263803811
59246008200701,10027297039124
59246008293376,10027297131799
59246008293388,10027297131811
59246041525524,10027330363911
59246041621413,10027330459799
59246041621425,10027330459811
59246074852980,10027363691249
59246074949531,10027363787799
59246074949543,10027363787811
59246108213926,10027397052074
59246108309652,10027397147799
59246108309664,10027397147811
59246141541446,10027430379411
59246141637835,10027430475799
59246141637847,10027430475811
59246174966040,10027463803799
59246174966052,10027463803811
59246175084652,10027463922411
59246208200050,10027497037699
59246208294151,10027497131799
59246208294163,10027497131811
59246241531353,10027530368749
59246241622403,10027530459799
59246241622415,10027530459811
59246274858777,10027563696074
59246274950502,10027563787799
59246274950514,10027563787811
59246308220229,10027597057411
59246308310617,10027597147799
59246308310629,10027597147811
59246341546126,10027630383374
59246341638551,10027630475799
59246341638563,10027630475811
59246374873247,10027663710699
59246374966348,10027663803799
59246374966360,10027663803811
59246408201850,10027697039124
59246408294526,10027697131799
59246408294538,10027697131811
59246442374608,10027731211699
59246442470708,10027731307799
59246442470720,10027731307811
59246475708411,10027764545324
59246475798886,10027764635799
59246475798898,10027764635811
59246508287460,10027797124199
59246508375060,10027797211799
59246508375072,10027797211811
59246541614938,10027830451499
59246541703238,10027830539799
59246541703250,10027830539811
59246574942441,10027863778824
59246575031416,10027863867799
59246575031428,10027863867811
59246608265848,10027897102036
59246608359611,10027897195799
59246608359623,10027897195811
59246641587849,10027930423786
59246641687863,10027930523799
59246641687875,10027930523811
59246674917741,10027963753449
59246675016091,10027963851799
59246675016103,10027963851811
59246708261056,10027997096661
59246708344194,10027997179799
59246708344206,10027997179811
59246741589447,10028030424949
59246741672298,10028030507799
59246741672310,10028030507811
59246774910600,10028063745999
59246775000401,10028063835799
59246775000413,10028063835811
59246808232904,10028097068199
59246808328504,10028097163799
59246808328516,10028097163811
59246841560132,10028130395324
59246841656607,10028130491799
59246841656619,10028130491811
59246874889910,10028163724999
59246874984710,10028163819799
59246874984722,10028163819811
59246908221079,10028197056036
59246908312842,10028197147799
59246908312854,10028197147811
59246941549557,10028230384324
59246941641032,10028230475799
59246941641044,10028230475811
59246974878157,10028263712824
59246974969132,10028263803799
59246974969144,10028263803811
59247008199307,10028297033874
59247008297232,10028297131799
59247008297244,10028297131811
59247041533996,10028330368449
59247041625347,10028330459799
59247041625359,10028330459811
59247074855165,10028363689499
59247074953465,10028363787799
59247074953477,10028363787811
59247108182523,10028397016824
59247108281499,10028397115799
59247108281511,10028397115811
59247141543508,10028430377661
59247141641646,10028430475799
59247141641658,10028430475811
59247174871002,10028463704999
59247174969802,10028463803799
59247174969814,10028463803811
59247208198483,10028497032324
59247208297958,10028497131799
59247208297970,10028497131811
59247241525976,10028530359661
59247241626114,10028530459799
59247241626126,10028530459811
59247274855257,10028563688786
59247274954270,10028563787799
59247274954282,10028563787811
59247308185517,10028597018874
59247308282442,10028597115799
59247308282454,10028597115811
59247341550497,10028630383661
59247341642635,10028630475799
59247341642647,10028630475811
59247374882072,10028663715124
59247374970747,10028663803799
59247374970759,10028663803811
59247408203634,10028697036574
59247408298859,10028697131799
59247408298871,10028697131811
59247441538746,10028730371574
59247441626971,10028730459799
59247441626983,10028730459811
59247474865444,10028763698161
59247474955083,10028763787799
59247474955095,10028763787811
59247508282470,10028797115074
59247508379195,10028797211799
59247508379207,10028797211811
59247541612881,10028830445374
59247541707307,10028830539799
59247541707319,10028830539811
59247574939783,10028863772161
59247575035421,10028863867799
59247575035433,10028863867811
59247608264595,10028897096824
59247608363571,10028897195799
59247608363583,10028897195811
59247641602460,10028930434499
59247641691760,10028930523799
59247641691772,10028930523811
59247674923736,10028963755624
59247675019912,10028963851799
59247675019924,10028963851811
59247708257549,10028997089124
59247708348224,10028997179799
59247708348236,10028997179811
59247741586915,10029030418499
59247741676216,10029030507799
59247741676228,10029030507811
59247774921782,10029063753249
59247775004333,10029063835799
59247775004345,10029063835811
59247808234301,10029097065699
59247808332401,10029097163799
59247808332413,10029097163811
59247841563169,10029130394499
59247841660469,10029130491799
59247841660481,10029130491811
59247874895025,10029163726286
59247874988538,10029163819799
59247874988550,10029163819811
59247908224556,10029197055749
59247908316606,10029197147799
59247908316618,10029197147811
59247941546458,10029230377536
59247941644722,10029230475799
59247941644734,10029230475811
59247974883593,10029263714449
59247974972944,10029263803799
59247974972956,10029263803811
59248008205918,10029297036661
59248008301056,10029297131799
59248008301068,10029297131811
59248041538069,10029330368699
59248041629169,10029330459799
59248041629181,10029330459811
59248074861807,10029363692286
59248074957321,10029363787799
59248074957333,10029363787811
59248108190526,10029397020786
59248108285539,10029397115799
59248108285551,10029397115811
59248141521613,10029430351824
59248141613588,10029430443799
59248141613600,10029430443811
59248174878806,10029463708949
59248174973656,10029463803799
59248174973668,10029463803811
59248208206355,10029497036286
59248208301869,10029497131799
59248208301881,10029497131811
59248241537605,10029530367324
59248241630081,10029530459799
59248241630093,10029530459811
59248274865114,10029563694661
59248274958252,10029563787799
59248274958264,10029563787811
59248308192514,10029597021999
59248308286314,10029597115799
59248308286326,10029597115811
59248341519916,10029630349324
59248341614391,10029630443799
59248341614403,10029630443811
59248374880782,10029663710161
59248374974420,10029663803799
59248374974432,10029663803811
59248408213786,10029697042999
59248408302587,10029697131799
59248408302599,10029697131811
59248442384244,10029731213286
59248442462757,10029731291799
59248442462769,10029731291811
59248475715661,10029764544536
59248475790924,10029764619799
59248475790936,10029764619811
59248508266487,10029797095200
59248508367087,10029797195799
59248508367099,10029797195811
59248541604203,10029830432749
59248541695254,10029830523799
59248541695266,10029830523811
59248574933281,10029863761661
59248575023419,10029863851799
59248575023431,10029863851811
59248608278443,10029897106661
59248608351582,10029897179799
59248608351594,10029897179811
59248641597518,10029930425574
59248641679744,10029930507799
59248641679756,10029930507811
59248674927736,10029963755661
59248675007874,10029963835799
59248675007886,10029963835811
59248708260665,10029997088536
59248708335928,10029997163799
59248708335940,10029997163811
59248741569491,10030030397249
59248741664041,10030030491799
59248741664053,10030030491811
59248774903429,10030063731074
59248774992154,10030063819799
59248774992166,10030063819811
59248808230842,10030097058374
59248808320267,10030097147799
59248808320279,10030097147811
59248841558280,10030130385699
59248841648381,10030130475799
59248841648393,10030130475811
59248874885754,10030163713036
59248874976518,10030163803799
59248874976530,10030163803811
59248908213310,10030197040374
59248908304736,10030197131799
59248908304748,10030197131811
59248941544534,10030230371411
59248941632922,10030230459799
59248941632934,10030230459811
59248974886793,10030263713661
59248974960931,10030263787799
59248974960943,10030263787811
59249008199260,10030297026074
59249008288986,10030297115799
59249008288998,10030297115811
59249041526789,10030330353411
59249041617178,10030330443799
59249041617190,10030330443811
59249074887786,10030363714249
59249074977336,10030363803799
59249074977348,10030363803811
59249108215050,10030397041574
59249108305274,10030397131799
59249108305286,10030397131811
59249141535679,10030430362411
59249141633069,10030430459799
59249141633081,10030430459811
59249174869854,10030463695999
59249174961655,10030463787799
59249174961667,10030463787811
59249208203485,10030497029411
59249208289873,10030497115799
59249208289885,10030497115811
59249241531628,10030530357449
59249241617979,10030530443799
59249241617991,10030530443811
59249274884437,10030563710124
59249274946112,10030563771799
59249274946124,10030563771811
59249308211891,10030597037449
59249308306241,10030597131799
59249308306253,10030597131811
59249341539342,10030630364786
59249341634356,10030630459799
59249341634368,10030630459811
59249374866795,10030663692124
59249374962470,10030663787799
59249374962482,10030663787811
59249408194234,10030697019449
59249408290584,10030697115799
59249408290596,10030697115811
59249441521649,10030730346749
59249441618699,10030730443799
59249441618711,10030730443811
59249475723641,10030764548624
59249475810816,10030764635799
59249475810828,10030764635811
59249508282828,10030797107699
59249508370928,10030797195799
59249508370940,10030797195811
59249541613992,10030830438749
59249541699043,10030830523799
59249541699055,10030830523811
59249574941462,10030863766074
59249575027187,10030863851799
59249575027199,10030863851811
59249608264714,10030897089124
59249608355390,10030897179799
59249608355402,10030897179811
59249641589804,10030930414124
59249641683479,10030930507799
59249641683491,10030930507811
59249674935849,10030963760074
59249675011575,10030963835799
59249675011587,10030963835811
59249708259685,10030997083661
59249708339823,10030997163799
59249708339835,10030997163811
59249741575991,10031030399824
59249741667967,10031030491799
59249741667979,10031030491811
59249774903471,10031063727161
59249774996110,10031063819799
59249774996122,10031063819811
59249808223277,10031097046824
59249808324253,10031097147799
59249808324265,10031097147811
59249841550758,10031130374161
59249841652396,10031130475799
59249841652408,10031130475811
59249874881927,10031163705199
59249874980527,10031163803799
59249874980539,10031163803811
59249908209372,10031197032536
59249908308636,10031197131799
59249908308648,10031197131811
59249941536856,10031230359874
