stream_id,hand_index,timestamp[ns],x_min[pixel],x_max[pixel],y_min[pixel],y_max[pixel],visibility_ratio[%]
1201-1,1,59234874987371,437.0,499.0,2.0,40.0,1.0
1201-1,0,59234908315492,505.0,579.0,209.0,287.0,1.0
1201-1,1,59234908315492,435.0,496.0,1.0,39.0,1.0
1201-1,0,59234941643609,506.0,581.0,213.0,290.0,1.0
1201-1,1,59234941643609,434.0,495.0,-1.0,38.0,0.9949335022165928
1201-1,0,59234974971677,505.0,582.0,215.0,291.0,1.0
1201-1,1,59234974971677,434.0,494.0,-4.0,35.0,0.9515190691661279
1201-1,0,59235008299667,504.0,583.0,213.0,289.0,1.0
1201-1,1,59235008299667,435.0,493.0,-10.0,30.0,0.7794019933554818
1201-1,0,59235041627792,503.0,583.0,209.0,285.0,1.0
1201-1,1,59235041627792,436.0,496.0,-17.0,22.0,0.5064406779661017
1201-1,0,59235075003916,502.0,583.0,201.0,277.0,1.0
1201-1,1,59235075003916,440.0,500.0,-27.0,11.0,0.15574348132487667
1201-1,0,59235108332041,503.0,583.0,188.0,267.0,1.0
1201-1,1,59235108332041,,,,,0.0
1201-1,0,59235141660165,503.0,583.0,170.0,252.0,1.0
1201-1,1,59235141660165,,,,,0.0
1201-1,0,59235174988290,502.0,583.0,149.0,233.0,1.0
1201-1,1,59235174988290,,,,,0.0
1201-1,0,59235208316414,500.0,580.0,130.0,214.0,1.0
1201-1,1,59235208316414,,,,,0.0
1201-1,0,59235241644572,496.0,577.0,114.0,198.0,1.0
1201-1,1,59235241644572,,,,,0.0
1201-1,0,59235274972806,492.0,573.0,104.0,184.0,1.0
1201-1,1,59235274972806,,,,,0.0
1201-1,0,59235308300968,486.0,567.0,100.0,176.0,1.0
1201-1,1,59235308300968,,,,,0.0
1201-1,0,59235341629131,479.0,560.0,100.0,170.0,1.0
1201-1,1,59235341629131,,,,,0.0
1201-1,0,59235374957276,471.0,549.0,101.0,165.0,1.0
1201-1,1,59235374957276,,,,,0.0
1201-1,0,59235408285370,462.0,537.0,102.0,161.0,1.0
1201-1,1,59235408285370,,,,,0.0
1201-1,0,59235441613463,453.0,525.0,103.0,157.0,1.0
1201-1,1,59235441613463,,,,,0.0
1201-1,0,59235475805560,447.0,513.0,103.0,153.0,1.0
1201-1,1,59235475805560,,,,,0.0
1201-1,0,59235508365651,444.0,505.0,102.0,151.0,1.0
1201-1,1,59235508365651,,,,,0.0
1201-1,0,59235541693745,441.0,498.0,101.0,147.0,1.0
1201-1,1,59235541693745,564.0,606.0,-34.0,5.0,0.0
1201-1,0,59235575021871,439.0,493.0,101.0,144.0,1.0
1201-1,1,59235575021871,567.0,611.0,-29.0,12.0,0.0
1201-1,0,59235608350073,442.0,491.0,102.0,143.0,1.0
1201-1,1,59235608350073,569.0,616.0,-24.0,19.0,0.0
1201-1,0,59235641678219,444.0,491.0,103.0,143.0,1.0
1201-1,1,59235641678219,571.0,620.0,-19.0,25.0,0.0
1201-1,0,59235675006363,448.0,493.0,107.0,146.0,1.0
1201-1,1,59235675006363,573.0,625.0,-14.0,32.0,0.0
1201-1,0,59235708334507,452.0,496.0,113.0,149.0,1.0
1201-1,1,59235708334507,575.0,628.0,-9.0,37.0,0.0
1201-1,0,59235741662650,456.0,500.0,119.0,155.0,1.0
1201-1,1,59235741662650,576.0,630.0,-4.0,43.0,0.0
1201-1,0,59235774990794,461.0,505.0,126.0,161.0,1.0
1201-1,1,59235774990794,579.0,635.0,1.0,48.0,0.0
1201-1,0,59235808318937,464.0,509.0,132.0,167.0,1.0
1201-1,1,59235808318937,581.0,638.0,5.0,53.0,0.0
1201-1,0,59235841647046,466.0,512.0,135.0,172.0,1.0
1201-1,1,59235841647046,583.0,639.0,7.0,55.0,0.0
1201-1,0,59235874975086,467.0,513.0,137.0,175.0,1.0
1201-1,1,59235874975086,583.0,640.0,7.0,56.0,0.00047961630695443646
1201-1,0,59235908303219,466.0,513.0,137.0,176.0,1.0
1201-1,1,59235908303219,582.0,639.0,6.0,55.0,0.0014326647564469914
1201-1,0,59235941631352,464.0,512.0,136.0,176.0,1.0
1201-1,1,59235941631352,579.0,638.0,4.0,52.0,0.0013934045517882026
1201-1,0,59235974959477,461.0,511.0,134.0,175.0,1.0
1201-1,1,59235974959477,576.0,635.0,0.0,49.0,0.0050784856879039705
1201-1,0,59236008287554,458.0,510.0,132.0,176.0,1.0
1201-1,1,59236008287554,573.0,634.0,-2.0,47.0,0.008089887640449437
1201-1,0,59236041615593,456.0,511.0,129.0,176.0,1.0
1201-1,1,59236041615593,570.0,632.0,-3.0,45.0,0.01393884892086331
1201-1,0,59236074975706,455.0,511.0,126.0,176.0,1.0
1201-1,1,59236074975706,565.0,629.0,-5.0,43.0,0.03643724696356275
1201-1,0,59236108303868,453.0,511.0,123.0,175.0,1.0
1201-1,1,59236108303868,561.0,631.0,-6.0,42.0,0.0580964153275649
1201-1,0,59236141632031,451.0,512.0,119.0,173.0,1.0
1201-1,1,59236141632031,555.0,633.0,-8.0,40.0,0.08754208754208755
1201-1,0,59236174960167,449.0,511.0,115.0,170.0,1.0
1201-1,1,59236174960167,548.0,628.0,-9.0,37.0,0.13828967642526963
1201-1,0,59236208288285,447.0,510.0,110.0,168.0,1.0
1201-1,1,59236208288285,541.0,623.0,-9.0,34.0,0.1889763779527559
1201-1,0,59236241616537,445.0,509.0,105.0,166.0,0.999587118084228
1201-1,1,59236241616537,532.0,617.0,-12.0,30.0,0.2395161290322581
1201-1,0,59236274976658,443.0,508.0,101.0,165.0,0.9980023971234518
1201-1,1,59236274976658,521.0,606.0,-16.0,27.0,0.26963993453355156
1201-1,0,59236308304776,441.0,507.0,96.0,166.0,0.9953051643192489
1201-1,1,59236308304776,508.0,598.0,-20.0,22.0,0.26237816764132554
1201-1,0,59236341632878,439.0,507.0,92.0,165.0,0.9950019223375625
1201-1,1,59236341632878,492.0,588.0,-24.0,17.0,0.24789762340036567
1201-1,0,59236374960974,438.0,506.0,87.0,165.0,0.9948013367991088
1201-1,1,59236374960974,476.0,577.0,-27.0,15.0,0.25262444971215714
1201-1,0,59236408289107,437.0,506.0,82.0,164.0,0.9935783089546913
1201-1,1,59236408289107,460.0,566.0,-28.0,16.0,0.27514053716427234
1201-1,0,59236442465244,437.0,507.0,77.0,163.0,0.9934301521438451
1201-1,1,59236442465244,446.0,554.0,-27.0,19.0,0.32860862019091697
1201-1,0,59236475793377,437.0,507.0,71.0,162.0,0.9535822401614531
1201-1,1,59236475793377,434.0,543.0,-28.0,24.0,0.4032520325203252
1201-1,0,59236508369507,437.0,506.0,66.0,161.0,0.882703777335984
1201-1,1,59236508369507,425.0,534.0,-30.0,29.0,0.4850669412976313
1201-1,0,59236541697641,437.0,504.0,60.0,157.0,0.8383507853403142
1201-1,1,59236541697641,419.0,525.0,-32.0,35.0,0.5187654320987655
1201-1,0,59236575025774,437.0,504.0,52.0,151.0,0.7904328018223234
1201-1,1,59236575025774,413.0,517.0,-36.0,37.0,0.48917228103946103
1201-1,0,59236608353907,438.0,503.0,44.0,144.0,0.7595060123496913
1201-1,1,59236608353907,408.0,511.0,-41.0,37.0,0.4146688820318063
1201-1,0,59236641682041,437.0,501.0,36.0,137.0,0.7204370179948586
1201-1,1,59236641682041,404.0,505.0,-45.0,36.0,0.3287410926365796
1201-1,0,59236675010177,437.0,499.0,30.0,132.0,0.7162204724409449
1201-1,1,59236675010177,400.0,499.0,-49.0,36.0,0.2799337434926645
1201-1,0,59236708338314,438.0,498.0,25.0,127.0,0.744129307715767
1201-1,1,59236708338314,397.0,496.0,-52.0,34.0,0.2502354048964218
1201-1,0,59236741666422,440.0,497.0,23.0,126.0,0.8047493403693932
1201-1,1,59236741666422,396.0,495.0,-54.0,31.0,0.22660680529300567
1201-1,0,59236774994530,442.0,498.0,21.0,123.0,0.8672340425531915
1201-1,1,59236774994530,396.0,494.0,-55.0,30.0,0.22018567007855272
1201-1,0,59236808322638,445.0,501.0,21.0,124.0,0.9181286549707602
1201-1,1,59236808322638,399.0,495.0,-56.0,29.0,0.21832171194998798
1201-1,0,59236841650746,448.0,503.0,21.0,123.0,0.9081350304371887
1201-1,1,59236841650746,401.0,496.0,-57.0,28.0,0.2162096578500364
1201-1,0,59236874978830,450.0,505.0,23.0,125.0,0.8960896910035548
1201-1,1,59236874978830,403.0,498.0,-56.0,28.0,0.220462850182704
1201-1,0,59236908306860,453.0,507.0,27.0,129.0,0.8719412724306689
1201-1,1,59236908306860,406.0,499.0,-55.0,30.0,0.2458222329861952
1201-1,0,59236941634956,455.0,508.0,31.0,134.0,0.8626817447495961
1201-1,1,59236941634956,409.0,499.0,-53.0,38.0,0.2898936170212766
1201-1,0,59236974963052,456.0,510.0,36.0,138.0,0.8576398180358576
1201-1,1,59236974963052,411.0,499.0,-52.0,44.0,0.33645533141210376
1201-1,0,59237008291176,457.0,511.0,39.0,141.0,0.85241526554577
1201-1,1,59237008291176,412.0,498.0,-52.0,47.0,0.3594972729428504
1201-1,0,59237041619369,457.0,511.0,40.0,145.0,0.85
1201-1,1,59237041619369,413.0,498.0,-52.0,48.0,0.3674321503131524
1201-1,0,59237074947477,457.0,511.0,42.0,144.0,0.8430263866451265
1201-1,1,59237074947477,412.0,497.0,-52.0,49.0,0.38372881355932204
1201-1,0,59237108307519,457.0,510.0,43.0,143.0,0.8411924119241192
1201-1,1,59237108307519,411.0,496.0,-52.0,49.0,0.3997323221057328
1201-1,0,59237141635698,456.0,509.0,46.0,144.0,0.8393541324575807
1201-1,1,59237141635698,410.0,495.0,-51.0,49.0,0.416389811738649
1201-1,0,59237174963877,456.0,508.0,50.0,146.0,0.8441918491821458
1201-1,1,59237174963877,409.0,494.0,-51.0,50.0,0.43506777437691296
1201-1,0,59237208292069,456.0,508.0,51.0,146.0,0.8357755045617915
1201-1,1,59237208292069,408.0,494.0,-50.0,52.0,0.4591154261057174
1201-1,0,59237241620246,456.0,508.0,48.0,147.0,0.8246187363834423
1201-1,1,59237241620246,408.0,494.0,-48.0,54.0,0.4841049711969277
1201-1,0,59237274948308,455.0,507.0,44.0,149.0,0.8196286472148541
1201-1,1,59237274948308,407.0,493.0,-47.0,57.0,0.5083386109351911
1201-1,0,59237308308503,455.0,506.0,42.0,150.0,0.8152316147605339
1201-1,1,59237308308503,405.0,493.0,-46.0,58.0,0.5214418893722809
1201-1,0,59237341636618,454.0,506.0,41.0,151.0,0.8148148148148148
1201-1,1,59237341636618,404.0,492.0,-47.0,57.0,0.5163753265019088
1201-1,0,59237374964734,454.0,506.0,40.0,149.0,0.8193548387096774
1201-1,1,59237374964734,402.0,491.0,-49.0,55.0,0.4901922322479404
1201-1,0,59237408292849,453.0,505.0,42.0,149.0,0.8237955815810487
1201-1,1,59237408292849,401.0,491.0,-51.0,52.0,0.4503093580819799
1201-1,0,59237441620964,449.0,505.0,45.0,148.0,0.8542249580302183
1201-1,1,59237441620964,401.0,491.0,-55.0,49.0,0.4013500482160077
1201-1,0,59237474949079,446.0,505.0,50.0,146.0,0.8587672052663076
1201-1,1,59237474949079,401.0,490.0,-59.0,45.0,0.3465134398130113
1201-1,0,59237508373195,445.0,505.0,54.0,147.0,0.8353816300129366
1201-1,1,59237508373195,401.0,490.0,-62.0,40.0,0.3019314150571541
1201-1,0,59237541701310,445.0,506.0,59.0,146.0,0.8207774337805298
1201-1,1,59237541701310,402.0,490.0,-66.0,36.0,0.2648583964898285
1201-1,0,59237575029425,446.0,507.0,64.0,148.0,0.8103385511467055
1201-1,1,59237575029425,403.0,490.0,-68.0,32.0,0.23304312613889452
1201-1,0,59237608357554,448.0,509.0,69.0,148.0,0.8382978723404255
1201-1,1,59237608357554,405.0,490.0,-70.0,28.0,0.20487401900041305
1201-1,0,59237641685719,451.0,511.0,74.0,151.0,0.8694942903752039
1201-1,1,59237641685719,407.0,491.0,-71.0,27.0,0.18984686385567442
1201-1,0,59237675013874,455.0,515.0,79.0,153.0,0.9652956298200515
1201-1,1,59237675013874,410.0,493.0,-70.0,26.0,0.19320367599914512
1201-1,0,59237708342042,460.0,518.0,87.0,159.0,1.0
1201-1,1,59237708342042,413.0,496.0,-68.0,28.0,0.21108465035722018
1201-1,0,59237741670143,465.0,522.0,96.0,167.0,1.0
1201-1,1,59237741670143,417.0,499.0,-64.0,32.0,0.24684370918589466
1201-1,0,59237774998183,470.0,527.0,108.0,177.0,1.0
1201-1,1,59237774998183,421.0,502.0,-58.0,40.0,0.3236631305477376
1201-1,0,59237808326224,475.0,531.0,123.0,193.0,1.0
1201-1,1,59237808326224,426.0,506.0,-49.0,52.0,0.4502673796791444
1201-1,0,59237841654265,480.0,536.0,139.0,207.0,1.0
1201-1,1,59237841654265,430.0,510.0,-39.0,65.0,0.6256583105119022
1201-1,0,59237874982306,485.0,541.0,158.0,224.0,1.0
1201-1,1,59237874982306,434.0,513.0,-27.0,81.0,0.8199791883454735
1201-1,0,59237908310426,489.0,545.0,176.0,242.0,1.0
1201-1,1,59237908310426,437.0,516.0,-14.0,95.0,0.9451193967322999
1201-1,0,59237941638600,493.0,550.0,192.0,258.0,1.0
1201-1,1,59237941638600,439.0,518.0,-2.0,105.0,0.9978425026968716
1201-1,0,59237974966514,498.0,554.0,205.0,271.0,1.0
1201-1,1,59237974966514,441.0,518.0,7.0,111.0,0.9993214204931011
1201-1,0,59238008295111,504.0,559.0,216.0,280.0,1.0
1201-1,1,59238008295111,442.0,517.0,15.0,113.0,1.0
1201-1,0,59238041623109,510.0,564.0,224.0,286.0,1.0
1201-1,1,59238041623109,444.0,516.0,19.0,111.0,0.9997391077484998
1201-1,0,59238074951170,516.0,569.0,230.0,293.0,1.0
1201-1,1,59238074951170,445.0,515.0,22.0,107.0,1.0
1201-1,0,59238108279367,521.0,573.0,236.0,297.0,1.0
1201-1,1,59238108279367,447.0,515.0,23.0,102.0,1.0
1201-1,0,59238141639494,526.0,579.0,240.0,301.0,1.0
1201-1,1,59238141639494,449.0,514.0,25.0,97.0,0.9996603260869565
1201-1,0,59238174967639,530.0,581.0,245.0,304.0,1.0
1201-1,1,59238174967639,449.0,513.0,27.0,93.0,1.0
1201-1,0,59238208295785,532.0,583.0,248.0,308.0,1.0
1201-1,1,59238208295785,449.0,512.0,29.0,89.0,1.0
1201-1,0,59238241623987,534.0,585.0,251.0,310.0,1.0
1201-1,1,59238241623987,449.0,510.0,31.0,86.0,1.0
1201-1,0,59238274952227,536.0,587.0,254.0,312.0,1.0
1201-1,1,59238274952227,450.0,507.0,33.0,84.0,1.0
1201-1,0,59238308280142,538.0,590.0,256.0,314.0,1.0
1201-1,1,59238308280142,450.0,505.0,36.0,82.0,1.0
1201-1,0,59238341571620,539.0,591.0,257.0,314.0,1.0
1201-1,1,59238341571620,449.0,502.0,38.0,81.0,1.0
1201-1,0,59238374624340,540.0,592.0,258.0,315.0,1.0
1201-1,1,59238374624340,448.0,500.0,40.0,80.0,1.0
1201-1,0,59238407677061,540.0,593.0,258.0,317.0,1.0
1201-1,1,59238407677061,448.0,498.0,41.0,79.0,1.0
1201-1,0,59238441691640,541.0,593.0,258.0,316.0,1.0
1201-1,1,59238441691640,447.0,496.0,41.0,78.0,1.0
1201-1,0,59238475229323,540.0,593.0,258.0,315.0,1.0
1201-1,1,59238475229323,446.0,493.0,42.0,77.0,1.0
1201-1,0,59238508010274,540.0,593.0,258.0,317.0,1.0
1201-1,1,59238508010274,444.0,491.0,42.0,77.0,1.0
1201-1,0,59238541547957,541.0,594.0,258.0,316.0,1.0
1201-1,1,59238541547957,443.0,489.0,42.0,77.0,1.0
1201-1,0,59238575033036,541.0,595.0,258.0,316.0,1.0
1201-1,1,59238575033036,443.0,486.0,43.0,77.0,1.0
1201-1,0,59238608361176,541.0,595.0,259.0,317.0,1.0
1201-1,1,59238608361176,442.0,485.0,43.0,76.0,1.0
1201-1,0,59238641689400,542.0,595.0,259.0,318.0,1.0
1201-1,1,59238641689400,442.0,484.0,42.0,76.0,1.0
1201-1,0,59238675017702,543.0,597.0,259.0,318.0,1.0
1201-1,1,59238675017702,443.0,481.0,42.0,75.0,1.0
1201-1,0,59238708345692,544.0,597.0,260.0,319.0,1.0
1201-1,1,59238708345692,443.0,484.0,41.0,75.0,1.0
1201-1,0,59238741673815,545.0,598.0,260.0,319.0,1.0
1201-1,1,59238741673815,443.0,485.0,40.0,74.0,1.0
1201-1,0,59238775001946,546.0,599.0,260.0,318.0,1.0
1201-1,1,59238775001946,444.0,484.0,39.0,73.0,1.0
1201-1,0,59238808330077,547.0,600.0,261.0,319.0,1.0
1201-1,1,59238808330077,445.0,486.0,39.0,72.0,1.0
1201-1,0,59238841658208,548.0,602.0,261.0,319.0,1.0
1201-1,1,59238841658208,445.0,483.0,38.0,72.0,1.0
1201-1,0,59238874986338,549.0,601.0,261.0,319.0,1.0
1201-1,1,59238874986338,445.0,487.0,37.0,70.0,1.0
1201-1,0,59238908314467,550.0,603.0,261.0,320.0,1.0
1201-1,1,59238908314467,446.0,484.0,36.0,70.0,1.0
1201-1,0,59238941642585,551.0,603.0,261.0,320.0,1.0
1201-1,1,59238941642585,446.0,489.0,35.0,69.0,1.0
1201-1,0,59238974970693,552.0,604.0,262.0,320.0,1.0
1201-1,1,59238974970693,446.0,485.0,35.0,69.0,1.0
1201-1,0,59239008298801,552.0,604.0,262.0,320.0,1.0
1201-1,1,59239008298801,445.0,484.0,35.0,69.0,1.0
1201-1,0,59239041626910,552.0,604.0,262.0,320.0,1.0
1201-1,1,59239041626910,443.0,484.0,35.0,69.0,1.0
1201-1,0,59239074955018,551.0,603.0,262.0,321.0,1.0
1201-1,1,59239074955018,442.0,482.0,35.0,69.0,1.0
1201-1,0,59239108283104,551.0,603.0,262.0,320.0,1.0
1201-1,1,59239108283104,441.0,482.0,35.0,69.0,1.0
1201-1,0,59239141643158,550.0,602.0,262.0,320.0,1.0
1201-1,1,59239141643158,440.0,481.0,35.0,69.0,1.0
1201-1,0,59239174971311,549.0,601.0,262.0,321.0,1.0
1201-1,1,59239174971311,439.0,482.0,35.0,69.0,1.0
1201-1,0,59239208331465,548.0,601.0,262.0,321.0,1.0
1201-1,1,59239208331465,438.0,482.0,35.0,69.0,1.0
1201-1,0,59239241659618,547.0,600.0,263.0,321.0,1.0
1201-1,1,59239241659618,437.0,481.0,36.0,70.0,1.0
1201-1,0,59239274987771,547.0,600.0,262.0,321.0,1.0
1201-1,1,59239274987771,436.0,480.0,36.0,71.0,1.0
1201-1,0,59239308315938,547.0,599.0,262.0,321.0,1.0
1201-1,1,59239308315938,436.0,480.0,35.0,71.0,1.0
1201-1,0,59239341644159,547.0,599.0,262.0,321.0,1.0
1201-1,1,59239341644159,435.0,482.0,34.0,72.0,1.0
1201-1,0,59239374972372,547.0,599.0,262.0,321.0,1.0
1201-1,1,59239374972372,434.0,480.0,33.0,73.0,1.0
1201-1,0,59239408300451,547.0,599.0,263.0,321.0,1.0
1201-1,1,59239408300451,432.0,479.0,33.0,74.0,1.0
1201-1,0,59239441628531,547.0,600.0,263.0,322.0,1.0
1201-1,1,59239441628531,430.0,480.0,33.0,75.0,1.0
1201-1,0,59239475804612,547.0,599.0,263.0,321.0,1.0
1201-1,1,59239475804612,427.0,480.0,34.0,78.0,1.0
1201-1,0,59239508364689,547.0,599.0,263.0,321.0,1.0
1201-1,1,59239508364689,424.0,480.0,36.0,81.0,1.0
1201-1,0,59239541692768,546.0,599.0,263.0,320.0,1.0
1201-1,1,59239541692768,421.0,481.0,39.0,87.0,1.0
1201-1,0,59239575020871,545.0,598.0,263.0,321.0,1.0
1201-1,1,59239575020871,420.0,484.0,46.0,95.0,1.0
1201-1,0,59239608349033,544.0,597.0,262.0,319.0,1.0
1201-1,1,59239608349033,422.0,489.0,54.0,106.0,1.0
1201-1,0,59239641677181,543.0,596.0,261.0,318.0,1.0
1201-1,1,59239641677181,427.0,498.0,67.0,118.0,1.0
1201-1,0,59239675005359,542.0,595.0,260.0,317.0,1.0
1201-1,1,59239675005359,437.0,510.0,79.0,133.0,1.0
1201-1,0,59239708333485,541.0,594.0,258.0,315.0,1.0
1201-1,1,59239708333485,451.0,523.0,85.0,149.0,1.0
1201-1,0,59239741661611,539.0,591.0,253.0,310.0,1.0
1201-1,1,59239741661611,467.0,536.0,88.0,160.0,1.0
1201-1,0,59239774989737,536.0,588.0,244.0,300.0,1.0
1201-1,1,59239774989737,485.0,546.0,86.0,168.0,1.0
1201-1,0,59239808317863,533.0,584.0,232.0,288.0,1.0
1201-1,1,59239808317863,503.0,554.0,81.0,168.0,1.0
1201-1,0,59239841645994,529.0,580.0,217.0,272.0,1.0
1201-1,1,59239841645994,519.0,562.0,72.0,162.0,1.0
1201-1,0,59239874974131,527.0,575.0,202.0,256.0,1.0
1201-1,1,59239874974131,532.0,571.0,64.0,151.0,1.0
1201-1,0,59239908302243,525.0,571.0,190.0,242.0,1.0
1201-1,1,59239908302243,542.0,580.0,56.0,141.0,1.0
1201-1,0,59239941630356,523.0,569.0,179.0,228.0,1.0
1201-1,1,59239941630356,551.0,588.0,49.0,130.0,1.0
1201-1,0,59239974958459,524.0,568.0,171.0,219.0,1.0
1201-1,1,59239974958459,560.0,597.0,41.0,121.0,1.0
1201-1,0,59240008286534,524.0,565.0,164.0,210.0,1.0
1201-1,1,59240008286534,568.0,605.0,35.0,113.0,0.8913738019169329
1201-1,0,59240041646609,523.0,563.0,158.0,204.0,1.0
1201-1,1,59240041646609,576.0,612.0,31.0,105.0,0.6838032061912659
1201-1,0,59240074974703,522.0,558.0,151.0,195.0,1.0
1201-1,1,59240074974703,583.0,620.0,27.0,98.0,0.46436781609195404
1201-1,0,59240108302853,522.0,556.0,144.0,188.0,1.0
1201-1,1,59240108302853,590.0,627.0,25.0,92.0,0.24327555289898387
1201-1,0,59240141631003,522.0,555.0,139.0,182.0,1.0
1201-1,1,59240141631003,596.0,635.0,19.0,88.0,0.08674101610904585
1201-1,0,59240174959160,521.0,556.0,133.0,175.0,1.0
1201-1,1,59240174959160,602.0,642.0,23.0,84.0,0.0022172949002217295
1201-1,0,59240208287339,519.0,558.0,128.0,171.0,1.0
1201-1,1,59240208287339,608.0,648.0,26.0,82.0,0.0
1201-1,0,59240241647518,516.0,555.0,123.0,165.0,1.0
1201-1,1,59240241647518,614.0,651.0,28.0,81.0,0.0
1201-1,0,59240274975675,512.0,553.0,119.0,162.0,1.0
1201-1,1,59240274975675,620.0,652.0,30.0,82.0,0.0
1201-1,0,59240308303764,506.0,548.0,115.0,158.0,1.0
1201-1,1,59240308303764,626.0,654.0,36.0,84.0,0.0
1201-1,0,59240341631852,498.0,542.0,112.0,154.0,1.0
1201-1,1,59240341631852,630.0,657.0,42.0,85.0,0.0
1201-1,0,59240374959941,487.0,536.0,109.0,150.0,1.0
1201-1,1,59240374959941,634.0,657.0,44.0,84.0,0.0
1201-1,0,59240408336030,476.0,527.0,108.0,148.0,1.0
1201-1,1,59240408336030,637.0,656.0,47.0,81.0,0.0
1201-1,0,59240442464121,466.0,521.0,109.0,147.0,1.0
1201-1,1,59240442464121,,,,,0.0
1201-1,0,59240475792210,457.0,515.0,109.0,147.0,1.0
1201-1,1,59240475792210,,,,,0.0
1201-1,0,59240508368297,449.0,509.0,110.0,147.0,1.0
1201-1,1,59240508368297,,,,,0.0
1201-1,0,59240541696386,445.0,504.0,111.0,147.0,1.0
1201-1,1,59240541696386,,,,,0.0
1201-1,0,59240575024505,444.0,500.0,112.0,147.0,1.0
1201-1,1,59240575024505,,,,,0.0
1201-1,0,59240608352729,447.0,498.0,113.0,148.0,1.0
1201-1,1,59240608352729,,,,,0.0
1201-1,0,59240641680997,447.0,498.0,113.0,147.0,1.0
1201-1,1,59240641680997,,,,,0.0
1201-1,0,59240675009224,448.0,500.0,113.0,147.0,1.0
1201-1,1,59240675009224,,,,,0.0
1201-1,0,59240708337353,452.0,503.0,112.0,147.0,1.0
1201-1,1,59240708337353,,,,,0.0
1201-1,0,59240741665466,456.0,507.0,110.0,148.0,1.0
1201-1,1,59240741665466,,,,,0.0
1201-1,0,59240774993579,461.0,514.0,108.0,148.0,1.0
1201-1,1,59240774993579,,,,,0.0
1201-1,0,59240808321692,466.0,519.0,105.0,149.0,1.0
1201-1,1,59240808321692,636.0,653.0,46.0,76.0,0.0
1201-1,0,59240841649806,472.0,525.0,101.0,149.0,1.0
1201-1,1,59240841649806,632.0,653.0,39.0,78.0,0.0
1201-1,0,59240874977893,477.0,530.0,96.0,147.0,1.0
1201-1,1,59240874977893,627.0,653.0,34.0,77.0,0.0
1201-1,0,59240908305665,482.0,534.0,92.0,145.0,0.998641304347826
1201-1,1,59240908305665,622.0,651.0,31.0,74.0,0.0
1201-1,0,59240941633074,488.0,540.0,88.0,147.0,0.9973873285434357
1201-1,1,59240941633074,617.0,650.0,27.0,73.0,0.0
1201-1,0,59240974961540,492.0,545.0,83.0,147.0,0.9957212713936431
1201-1,1,59240974961540,611.0,650.0,23.0,70.0,0.0
1201-1,0,59241008290007,494.0,550.0,79.0,146.0,0.9926677946982515
1201-1,1,59241008290007,605.0,650.0,17.0,68.0,0.0
1201-1,0,59241041618412,497.0,553.0,75.0,146.0,0.9932502596053998
1201-1,1,59241041618412,599.0,647.0,14.0,66.0,0.0
1201-1,0,59241074946577,495.0,556.0,72.0,146.0,0.9928057553956835
1201-1,1,59241074946577,590.0,646.0,11.0,63.0,0.0
1201-1,0,59241108306616,493.0,561.0,70.0,147.0,0.9862660944206009
1201-1,1,59241108306616,581.0,642.0,9.0,60.0,0.019222554463904314
1201-1,0,59241141634783,489.0,562.0,69.0,149.0,0.982536066818527
1201-1,1,59241141634783,570.0,640.0,8.0,58.0,0.09588493807431084
1201-1,0,59241174962949,484.0,563.0,68.0,153.0,0.9809951624049759
1201-1,1,59241174962949,559.0,638.0,7.0,58.0,0.20080912100036777
1201-1,0,59241208291123,480.0,564.0,67.0,155.0,0.9818010668340131
1201-1,1,59241208291123,547.0,631.0,8.0,57.0,0.32808398950131235
1201-1,0,59241241619265,474.0,562.0,65.0,158.0,0.9827439886845828
1201-1,1,59241241619265,534.0,619.0,6.0,56.0,0.45343043311613646
1201-1,0,59241274947329,470.0,559.0,64.0,159.0,0.9844162704701532
1201-1,1,59241274947329,521.0,611.0,3.0,56.0,0.5532831001076426
1201-1,0,59241308307590,466.0,558.0,62.0,161.0,0.9852204408817635
1201-1,1,59241308307590,508.0,603.0,0.0,56.0,0.6438718202841097
1201-1,0,59241341635704,462.0,557.0,60.0,161.0,0.9889661789397937
1201-1,1,59241341635704,496.0,595.0,-2.0,56.0,0.6906626506024096
1201-1,0,59241374963818,459.0,555.0,59.0,161.0,0.9927281257330518
1201-1,1,59241374963818,486.0,589.0,-6.0,55.0,0.6855222626715206
1201-1,0,59241408291932,456.0,554.0,57.0,161.0,0.9942209893666204
1201-1,1,59241408291932,479.0,583.0,-10.0,55.0,0.6197860962566845
1201-1,0,59241441620045,452.0,553.0,55.0,160.0,0.9945167923235092
1201-1,1,59241441620045,474.0,579.0,-13.0,53.0,0.5705634544497105
1201-1,0,59241474948159,449.0,552.0,53.0,159.0,0.9932447646926368
1201-1,1,59241474948159,470.0,576.0,-15.0,52.0,0.5449831475239824
1201-1,0,59241508372273,446.0,552.0,53.0,158.0,0.992729676140119
1201-1,1,59241508372273,468.0,574.0,-15.0,50.0,0.5309554140127388
1201-1,0,59241541700387,444.0,552.0,52.0,158.0,0.9933103150625809
1201-1,1,59241541700387,466.0,572.0,-16.0,48.0,0.5113808801213962
1201-1,0,59241575028501,443.0,553.0,52.0,158.0,0.9927797833935018
1201-1,1,59241575028501,465.0,571.0,-15.0,47.0,0.5055696202531645
1201-1,0,59241608356629,442.0,554.0,51.0,159.0,0.9911634756995582
